gvkey,cik,datadate,fyear,Company name,Net profit margin,Gross profit margin,Operating profit margin,2020 ROA(return on assets),2020 Total assets turnover,working capital,Current ratio,Quick ratio,Cash ratio,Financial leverage,Debt to total assets ratio
32858,1035354,12/31/2019,2019,ELOXX PHARMACEUTICALS INC,null,null,null,null,null,45.902,4.887693741,4.887693741,4.885491657,1.627785602,0.385668482
32858,1035354,12/31/2020,2020,ELOXX PHARMACEUTICALS INC,null,null,null,-1.305925898,0,16.055,2.631937386,2.631937386,2.631937386,2.588172043,0.613626921
32860,1729149,12/31/2019,2019,VIEMED HEALTHCARE,0.106222588,0.769225977,0.194627193,null,null,1.899,1.073286508,1.020801173,0.575679222,1.890111902,0.470930796
32860,1729149,12/31/2020,2020,VIEMED HEALTHCARE,0.240120631,0.676846218,0.229093208,0.280117271,2.783444621,24.158,2.049572055,1.949211452,1.411652257,1.377841431,0.274227079
32861,1682639,12/31/2019,2019,EYENOVIA INC,null,null,null,null,null,11.437,4.927541209,4.927541209,4.894917582,1.251852483,0.201183835
32861,1682639,12/31/2020,2020,EYENOVIA INC,-9.885,0.6,-9.847,-0.583065444,0.059896379,15.193,1.834871964,1.834871964,1.663534454,2.215564558,0.548647772
32886,1718512,12/31/2019,2019,GATES INDUSTRIAL CORP PLC,0.223543131,0.442454083,0.190664378,null,null,1300.5,2.976143443,2.254216684,1.165020514,2.795662014,0.593768974
32886,1718512,12/31/2020,2020,GATES INDUSTRIAL CORP PLC,0.028428213,0.449230218,0.171070533,0.010691731,1.464911361,1180.3,2.625086053,1.925375189,0.929092661,2.646861746,0.571118861
32894,1707502,12/31/2019,2019,SOLID BIOSCIENCES INC,null,null,null,null,null,68.026,4.722149267,4.722149267,4.722149267,1.292611933,0.226372607
32894,1707502,12/31/2020,2020,SOLID BIOSCIENCES INC,null,null,null,-0.515806016,0,134.421,6.491053922,6.491053922,6.491053922,1.295890556,0.228329896
32899,1720580,12/31/2019,2019,RESTORBIO INC,null,null,null,null,null,81.054,7.644315108,7.644315108,7.644315108,1.149501824,0.130057927
32901,1390478,12/31/2019,2019,SELLAS LIFE SCIENCES GROUP I,null,null,null,null,null,2.952,1.558034026,1.558034026,1.499810964,2.725914984,0.633150701
32901,1390478,12/31/2020,2020,SELLAS LIFE SCIENCES GROUP I,-8.819473684,1,-8.937894737,-0.363894981,0.051455653,24.589,2.993271725,2.993271725,2.993271725,1.646901041,0.392798975
32908,1281895,12/31/2019,2019,ROCKET PHARMACEUTICALS INC,null,null,null,null,null,289.445,16.8088918,16.8088918,16.8088918,1.210949017,0.174201402
32908,1281895,12/31/2020,2020,ROCKET PHARMACEUTICALS INC,null,null,null,-0.236449433,0,454.728,14.94144158,14.94144158,14.94144158,1.173389683,0.147768202
32919,1570562,12/31/2019,2019,EVOLUS INC,-2.577924123,0.770536865,-2.595705082,null,null,127.758,6.227627972,5.965465035,5.529236057,3.026064412,0.669537768
32919,1570562,12/31/2020,2020,EVOLUS INC,-2.883144676,0.676353024,-1.090749912,-0.779712821,0.443061781,-52.636,0.707980116,0.68937242,0.635668634,-2.865593903,1.3489678
32930,1703056,12/31/2019,2019,ADT INC,-0.082750367,0.728759845,0.454349755,null,null,-494.245,0.558602625,0.434999393,0.178470128,5.050812893,0.802012068
32930,1703056,12/31/2020,2020,ADT INC,-0.118949828,0.714658744,0.39048658,-0.039225384,5.493921815,-328.698,0.746393003,0.579621663,0.274539153,5.302781923,0.811419739
32935,1666071,12/31/2019,2019,CARDLYTICS INC,-0.081471273,0.377593499,-0.060780307,null,null,117.329,2.496524279,2.496524279,1.407762656,1.56569901,0.361307637
32935,1666071,12/31/2020,2020,CARDLYTICS INC,-0.296545599,0.342213685,-0.228961111,-0.131164845,0.484689736,304.317,4.744333981,4.744333981,3.679356252,2.688031198,0.627980508
32938,1699136,12/31/2019,2019,CACTUS INC,0.13623503,0.434391977,0.353276662,null,null,323.757,4.5528499,3.308737353,2.344522968,2.549773106,0.38153621
32938,1699136,12/31/2020,2020,CACTUS INC,0.098822031,0.433955119,0.322530023,0.042234249,0.819881357,376.227,8.691444342,6.903035879,6.002126137,2.310660963,0.32470077
32941,1720893,12/31/2019,2019,BIOXCEL THERAPEUTICS,null,null,null,null,null,25.639,4.027751535,4.027751535,4.027751535,1.353113962,0.260963948
32941,1720893,12/31/2020,2020,BIOXCEL THERAPEUTICS,null,null,null,-0.373604139,0,205.223,18.33009627,18.33009627,18.33009627,1.064055424,0.060199331
32961,1618835,12/31/2019,2019,EVOFEM BIOSCIENCES INC,null,null,null,null,null,13.762,2.087131685,2.087131685,2.032940991,1.809606037,0.447393532
32961,1618835,12/31/2020,2020,EVOFEM BIOSCIENCES INC,-319.0784753,0.174887892,-231.4394619,-1.294094646,0.004563594,20.447,1.264573063,1.171900677,1.154859413,81.63919822,0.987750982
32984,1173281,09/30/2019,2019,NEUBASE THERAPEUTICS INC,null,null,null,null,null,8.527,4.408073541,4.408073541,4.408073541,1.249476518,0.199664831
32984,1173281,09/30/2020,2020,NEUBASE THERAPEUTICS INC,null,null,null,-0.504732319,0,29.659,10.41854557,10.41854557,10.41854557,1.100623103,0.09142376
33011,1598924,12/31/2019,2019,IMAGE CHAIN GROUP LTD INC,null,null,null,null,null,-0.767,0,0,0,0,null
33011,1598924,12/31/2020,2020,IMAGE CHAIN GROUP LTD INC,null,null,null,null,null,-0.81,0,0,0,0,null
33037,1713683,07/31/2019,2019,ZSCALER INC,-0.094622172,0.838992062,-0.035094903,null,null,234.137,1.893826661,1.893826661,1.53749394,1.958017617,0.489279365
33037,1713683,07/31/2020,2020,ZSCALER INC,-0.266923892,0.82557754,-0.168423884,-0.062786276,0.272645662,1157.892,3.731515142,3.731515142,3.383358378,3.7816591,0.7355658
33048,1551986,12/31/2019,2019,9 METERS BIOPHARMA INC,null,null,null,null,null,-9.688,0.350278318,0.350278318,0.350278318,-0.550967339,2.814989617
33048,1551986,12/31/2020,2020,9 METERS BIOPHARMA INC,null,null,null,-1.570458144,0,32.079,5.684433411,5.684433411,5.684433411,1.218281376,0.179171561
33068,1643953,12/31/2019,2019,PURPLE INNOVATION INC,-0.009401015,0.451209035,0.047908525,null,null,27.254,1.313751223,0.765452138,0.435146492,-62.67458634,1.03203271
33068,1643953,12/31/2020,2020,PURPLE INNOVATION INC,-0.365269997,0.482667691,0.122017793,-0.426993575,2.830873397,96.863,1.732656118,1.235515249,1.015324337,8.255309017,0.878245711
33114,72444,12/31/2019,2019,VAXART INC,-1.890590144,-0.815351856,-0.815351856,null,null,8.424,1.91824722,1.91824722,1.52147373,2.859172329,0.650248434
33114,72444,12/31/2020,2020,VAXART INC,-7.963420662,-7.210331191,-7.210331191,-0.211165144,0.031478787,116.768,10.92671937,10.92671937,10.87970756,1.236442903,0.191228323
33133,1724521,12/31/2019,2019,ARCUS BIOSCIENCES INC,-5.647333333,-5.6754,-5.6754,null,null,169.999,8.486963798,8.486963798,8.481150357,1.239669926,0.193333662
33133,1724521,12/31/2020,2020,ARCUS BIOSCIENCES INC,-1.584916857,-1.562057355,-1.562057355,-0.159082316,0.105348491,614.146,6.047678538,6.047678538,6.033722641,1.537499204,0.349593159
33134,1551906,12/31/2019,2019,WEST COAST VENTURES GROUP CO,-1.456121045,-0.003301238,-0.461623109,null,null,-6.615,0.020725389,0.015396003,0.00488527,-0.402595125,3.483449477
33136,835662,12/31/2019,2019,AIXIN LIFE INTERNATIONAL INC,0.554125219,0.909303686,0.245757753,null,null,4.816,6.195253506,6.142394822,6.127292341,1.196407422,0.164164329
33136,835662,12/31/2020,2020,AIXIN LIFE INTERNATIONAL INC,0.415340677,0.925744594,0.341493268,0.125772177,0.309235428,6.753,6.757033248,6.717817562,6.717817562,1.174405107,0.148505065
33152,1467623,12/31/2019,2019,DROPBOX INC,-0.031722145,0.854029977,0.056582195,null,null,228.4,1.225068979,1.225068979,1.18161214,3.338941118,0.700503853
33152,1467623,12/31/2020,2020,DROPBOX INC,-0.133915043,0.863629239,0.134071791,-0.107364276,1.559185336,139.7,1.128424343,1.128424343,1.086045229,7.151587777,0.860170912
33155,1527728,06/30/2019,2019,ENOCHIAN BIOSCIENCES INC,null,null,null,null,null,11.385,11.25675676,11.25675676,11.23783784,1.03915078,0.037675745
33155,1527728,06/30/2020,2020,ENOCHIAN BIOSCIENCES INC,null,null,null,-0.064098101,0,7.606,6.697378277,6.697378277,6.69588015,1.07114848,0.066422612
33232,1423774,01/31/2020,2019,ZUORA INC,-0.30351911,0.553292546,-0.273721871,null,null,101.164,1.610819949,1.610819949,1.171301775,2.442787822,0.590631658
33232,1423774,01/31/2021,2020,ZUORA INC,-0.239584834,0.612012966,-0.187738197,-0.173600913,1.039763056,105.743,1.562471742,1.562471742,1.133821284,2.451862279,0.59214675
33233,1720116,12/31/2019,2019,RED VIOLET INC,-0.365713531,0.595291554,-0.202172621,null,null,11.713,3.706330869,3.706330869,2.887707948,1.161272693,0.138875816
33233,1720116,12/31/2020,2020,RED VIOLET INC,-0.19698722,0.673972127,-0.075608628,-0.13103435,2.066192724,11.701,3.32254863,3.32254863,2.687177451,1.199538586,0.166346117
33240,1661998,12/31/2019,2019,HOMOLOGY MEDICINES INC,-62.37454982,-62.19987995,-62.19987995,null,null,254.203,21.54331663,21.54331663,21.51099079,1.201387196,0.167628885
33240,1661998,12/31/2020,2020,HOMOLOGY MEDICINES INC,-47.62916358,-45.26202813,-45.26202813,-0.487963388,0.012306207,196.906,9.690352193,9.690352193,9.672698385,1.345631266,0.256854366
33243,1722684,12/31/2019,2019,WYNDHAM HOTELS & RESRTS,0.075735649,0.351181862,0.288470815,null,null,37,1.08008658,1.08008658,0.415584416,3.74009901,0.732627399
33243,1722684,12/31/2020,2020,WYNDHAM HOTELS & RESRTS,-0.101538462,0.326153846,0.236923077,-0.028423773,1.444444444,554,2.601156069,2.601156069,1.748554913,4.822429907,0.792635659
33274,1718108,12/31/2019,2019,SURFACE ONCOLOGY INC,-3.566992188,-3.618554688,-3.618554688,null,null,88.652,5.59956418,5.59956418,5.582131369,2.324021459,0.569711374
33274,1718108,12/31/2020,2020,SURFACE ONCOLOGY INC,0.470323869,0.510898686,0.510898686,0.273268613,0.698923599,162.858,10.2265594,10.2265594,10.08090193,1.394171316,0.282728035
33275,1366561,01/31/2020,2019,SMARTSHEET INC,-0.354176357,0.851282108,-0.331424753,null,null,397.722,2.705204939,2.705204939,2.461408849,1.55179162,0.35558358
33275,1366561,01/31/2021,2020,SMARTSHEET INC,-0.298249346,0.816104775,-0.265205064,-0.12610264,0.69042323,250.649,1.814528001,1.814528001,1.480955275,1.730383031,0.422093269
33301,1261333,01/31/2020,2019,DOCUSIGN INC,-0.213927314,0.789490652,-0.147121424,null,null,249.925,1.360140641,1.360140641,0.999397664,3.461549585,0.711112039
33301,1261333,01/31/2021,2020,DOCUSIGN INC,-0.167418535,0.788371608,-0.065225006,-0.104115674,1.250096357,69.175,1.063279097,1.063279097,0.751843487,7.172986182,0.859137165
33317,1463361,12/31/2019,2019,UNTY BIOTCHNLGY INC,null,null,null,null,null,112.271,7.521317379,7.521317379,7.521317379,1.252793956,0.201784144
33317,1463361,12/31/2020,2020,UNTY BIOTCHNLGY INC,null,null,null,-0.600336491,0,86.403,6.974071769,6.974071769,6.974071769,1.88608832,0.469802135
33326,1723089,12/31/2019,2019,CHAMPIONX CORP,0.046111782,0.442549001,0.218565995,null,null,293.759,2.471141471,1.412743326,0.310189753,1.861470919,0.461098124
33326,1723089,12/31/2020,2020,CHAMPIONX CORP,-0.39154293,0.338922819,0.147652942,-0.21403278,1.500970498,643.285,2.033289964,1.342413583,0.443632742,2.137661742,0.536053244
33382,1392694,12/31/2019,2019,SURGEPAYS INC,-0.328128035,0.211203045,-0.292934001,null,null,-3.479,0.50680465,0.50680465,0.062801248,-2.11837081,1.470658922
33382,1392694,12/31/2020,2020,SURGEPAYS INC,-0.19707023,0.04536181,-0.164923631,-1.463754266,43.49080735,-14.054,0.081737994,0.070107808,0.044429925,-0.682029795,2.464300341
33420,1124796,12/31/2019,2019,NLIGHT INC,-0.072947984,0.333610767,-0.016170401,null,null,173.558,7.93261434,6.089954064,4.890153785,1.154001699,0.133450149
33420,1124796,12/31/2020,2020,NLIGHT INC,-0.093954369,0.318162028,-0.042322556,-0.073796731,1.110751589,159.212,4.849140536,3.526557551,2.612503929,1.289795102,0.224683053
33429,1717556,12/31/2019,2019,VINCO VENTURES INC,-0.658719242,0.414081206,-0.350960314,null,null,-8.018,0.381947121,0.276420257,0.101056039,3.037828101,0.684286319
33429,1717556,12/31/2020,2020,VINCO VENTURES INC,-0.326531905,0.364869146,-0.348330271,-0.183851862,2.954137027,-5.944,0.473329789,0.323852561,0.181729576,1.818111053,0.517553875
33435,1609550,12/31/2019,2019,INSPIRE MEDICAL SYSTEM,-0.405155393,0.839756246,-0.419280926,null,null,153.78,10.12316089,9.777052682,8.99804224,1.296191941,0.228509321
33435,1609550,12/31/2020,2020,INSPIRE MEDICAL SYSTEM,-0.495774868,0.854542776,-0.479871036,-0.203432567,0.427544475,249.144,13.0214234,12.61230398,11.40299156,1.223907167,0.182944568
33439,1724670,03/31/2020,2019,PERSPECTA INC,-0.15008881,0.231793961,0.164520426,null,null,-170,0.839167455,0.839167455,0.311258278,3.983050847,0.74893617
33444,1694665,12/31/2019,2019,EVELO BIOSCIENCES INC,null,null,null,null,null,71.266,8.31458483,8.31458483,8.31458483,1.510374271,0.337912451
33444,1694665,12/31/2020,2020,EVELO BIOSCIENCES INC,null,null,null,-1.03339622,0,51.147,3.578883679,3.578883679,3.578883679,2.973232737,0.663665751
33445,1727196,12/31/2019,2019,SCHOLAR ROCK HOLDNG CRP,-2.488776108,-2.598038259,-2.598038259,null,null,152.353,5.6429268,5.6429268,4.881056866,1.739408863,0.42509204
33445,1727196,12/31/2020,2020,SCHOLAR ROCK HOLDNG CRP,-5.614685451,-5.543530481,-5.543530481,-0.222719254,0.044723639,301.84,8.091438775,8.091438775,8.091438775,1.489070829,0.328440272
33446,1725579,12/31/2019,2019,PLURALSIGHT INC,-0.35548894,0.824237165,-0.417370862,null,null,272.929,1.961352725,1.961352725,1.603566032,5.639642151,0.761462005
33446,1725579,12/31/2020,2020,PLURALSIGHT INC,-0.326847256,0.843300626,-0.287412757,-0.111264294,0.691893581,223.901,1.653792358,1.653792358,1.306872235,6.879417917,0.824720514
33447,1730430,12/31/2019,2019,KINIKSA PHRMCETCLS LTD,null,null,null,null,null,213.797,8.682249371,8.682249371,8.682249371,1.12913944,0.114369789
33447,1730430,12/31/2020,2020,KINIKSA PHRMCETCLS LTD,null,null,null,-0.461795779,0,301.403,10.46439113,10.46439113,10.46439113,1.120310321,0.107390175
33466,1659323,12/31/2019,2019,ITERUM THERAPEUTICS,-2787.297297,-2753.216216,-2753.216216,null,null,-25.268,0.316822582,0.316822582,0.286784189,-0.981439134,2.018911887
33466,1659323,12/31/2020,2020,ITERUM THERAPEUTICS,null,null,null,-1.585935594,0,-20.226,0.514940765,0.514940765,0.425224231,-0.648588777,2.541808978
33467,1641631,03/31/2020,2019,BEYOND AIR INC,-14.34748201,-12.93741007,-12.93741007,null,null,21.81,5.476600985,5.476600985,5.451149425,1.516416096,0.340550392
33467,1641631,03/31/2021,2020,BEYOND AIR INC,-26.20274914,-25.20274914,-25.20274914,-0.564466379,0.023453241,33.423,9.795526316,9.795526316,9.672894737,1.330258666,0.248266502
33476,1696558,03/31/2020,2019,JERASH HOLDINGS (US),0.069605693,0.209623323,0.09870571,null,null,48.128,5.435760369,3.349677419,2.857880184,1.239329268,0.188621645
33476,1696558,03/31/2021,2020,JERASH HOLDINGS (US),0.046002239,0.195293361,0.077638478,0.05665529,1.39527654,50.129,4.450746885,2.727335307,1.872857438,1.298966147,0.22603413
33499,1698530,12/31/2019,2019,EXICURE INC,-20.29552469,-20.23533951,-20.23533951,null,null,81.689,3.627754367,3.627754367,3.619036896,1.427458605,0.299454291
33499,1698530,12/31/2020,2020,EXICURE INC,-1.484861253,-1.484981641,-1.484981641,-0.245589582,0.192453836,72.588,6.285277414,6.285277414,6.284476482,1.633076448,0.387658795
33500,1690585,12/31/2019,2019,MAGENTA THRPUTCS INC,null,null,null,null,null,135.728,10.61586964,10.61586964,10.61586964,1.143923566,0.125815719
33500,1690585,12/31/2020,2020,MAGENTA THRPUTCS INC,null,null,null,-0.463658357,0,140.097,13.25695538,13.25695538,13.25695538,1.123087293,0.109597263
33531,1712923,12/31/2019,2019,GREENSKY INC,0.060379952,0.371972978,0.247442631,null,null,0,null,null,null,37.0043189,1.057771006
33531,1712923,12/31/2020,2020,GREENSKY INC,0.019593,0.221397955,0.123159654,0.006542694,null,0,null,null,null,-249.7250369,1.115211812
33533,1704596,12/31/2019,2019,EVO PAYMENTS INC,-0.020801683,0.801627492,0.260586111,null,null,66.941,1.106386597,1.091879839,1.026014583,-2.895635854,0.900491912
33533,1704596,12/31/2020,2020,EVO PAYMENTS INC,-0.00381689,0.807934849,0.25048679,-0.000953507,0.576377376,162.792,1.271756169,1.263040513,1.199930889,-2.607279588,0.80057529
33550,1702924,12/31/2019,2019,WRAP TECHNOLOGIES,-11.94404591,0.469153515,-12.28550933,null,null,18.599,18.28531599,16.19888476,16.01765799,1.0638708,0.060036237
33550,1702924,12/31/2020,2020,WRAP TECHNOLOGIES,-3.189655172,0.381845842,-3.274340771,-0.257617955,0.084045432,44.586,20.04570696,18.91157625,18.11234515,1.052119018,0.049537189
33557,1662684,12/31/2019,2019,KULR TECHNOLOGY GROUP,-2.385542169,0.726506024,-2.363855422,null,null,-0.825,0.20212766,0.176015474,0.147001934,-0.297365119,4.362869198
33557,1662684,12/31/2020,2020,KULR TECHNOLOGY GROUP,-4.567307692,0.729166667,-3.724358974,-0.309513467,0.068196721,6.203,3.104852392,3.086189345,3.06718697,1.504821049,0.335469157
33595,1735438,12/31/2019,2019,MEIRAGTX HOLDINGS,-4.118718026,-4.207267529,-4.207267529,null,null,219.784,5.467517684,5.467517684,4.713167737,1.697508412,0.410901299
33595,1735438,12/31/2020,2020,MEIRAGTX HOLDINGS,-3.726273855,-3.749662661,-3.749662661,-0.159451411,0.057096003,218.429,5.034000037,5.034000037,4.010693113,1.524557866,0.344072126
33597,1660334,12/31/2019,2019,VERRICA PHARMACEUTICAL,null,null,null,null,null,61.632,19.39212175,19.39212175,19.39212175,1.052434054,0.0498217
33597,1660334,12/31/2020,2020,VERRICA PHARMACEUTICAL,null,null,null,-0.575747768,0,28.175,1.713742875,1.713742875,1.713742875,2.248044625,0.555168973
33600,1595585,12/31/2019,2019,TRICIDA INC,null,null,null,null,null,272.979,7.86515102,7.86515102,7.86515102,1.409056286,0.290305143
33600,1595585,12/31/2020,2020,TRICIDA INC,null,null,null,-0.752920938,0,279.757,9.166180162,9.166180162,9.166180162,3.230290895,0.690430357
33601,1693415,12/31/2019,2019,TRANSLATE BIO INC,-14.51729882,-11.84841107,-11.84841107,null,null,161.945,4.88636909,4.88636909,4.776073914,2.189720977,0.543320811
33601,1693415,12/31/2020,2020,TRANSLATE BIO INC,-0.387483701,0.018226221,0.018226221,-0.060439178,0.199099819,595.856,6.879945134,6.879945134,6.617474368,2.494515875,0.599120611
33603,1505952,01/31/2020,2019,DOMO INC,-0.724680642,0.717333256,-0.632330805,null,null,18.201,1.118141515,1.118141515,0.806790817,-4.40703538,1.22690991
33603,1505952,01/31/2021,2020,DOMO INC,-0.402673899,0.752673899,-0.321248454,-0.39103115,1.27246089,-20.746,0.888415572,0.888415572,0.628779811,-2.593345235,1.385602343
33610,1348036,12/31/2019,2019,AVALARA INC,-0.131305551,0.733858758,-0.104766736,null,null,295.076,2.085928156,2.085928156,1.894324083,1.740842574,0.425565519
33610,1348036,12/31/2020,2020,AVALARA INC,-0.098254187,0.743601781,-0.077593698,-0.030694618,0.600990267,453.959,2.197945365,2.197945365,1.996281812,1.4834219,0.325882947
33614,1560258,12/31/2019,2019,ELECTROCORE INC,-18.89037657,0.561506276,-18,null,null,17.388,2.901366867,2.803936577,2.749699289,1.461627236,0.297924539
33614,1560258,12/31/2020,2020,ELECTROCORE INC,-6.725114416,0.536327231,-6.753432494,-0.745954693,0.139482924,19.174,4.255348048,4.106621392,4.060611205,1.369811813,0.249793769
33624,1713832,12/31/2019,2019,HYRECAR INC,-0.789530117,0.383727531,-0.795774204,null,null,6.577,2.447403169,2.447403169,2.428697183,1.66481346,0.399332103
33624,1713832,12/31/2020,2020,HYRECAR INC,-0.603241915,0.330849715,-0.601418833,-2.41105655,4.116821667,-4.25,0.590519318,0.590519318,0.580017343,-1.399778271,1.714398859
33631,1645666,12/31/2019,2019,KEZAR LIFE SCIENCES,null,null,null,null,null,75.129,13.51524238,13.51524238,13.40829585,1.146926172,0.128104298
33631,1645666,12/31/2020,2020,KEZAR LIFE SCIENCES,null,null,null,-0.274904177,0,138.369,22.47919901,22.47919901,22.36029183,1.077061669,0.071548057
33638,1728688,09/30/2019,2019,I3 VERTICALS INC,-0.008091797,0.237048474,0.074944128,null,null,-14.664,0.583822903,0.547098056,0.111877395,4.362348886,0.592212469
33638,1728688,09/30/2020,2020,I3 VERTICALS INC,-0.00279084,0.685414363,0.177381539,-0.001038347,3.953495721,-0.92,0.976346574,0.942691863,0.491785577,2.593738149,0.404826455
33640,1735858,12/31/2019,2019,FAR POINT ACQ CORP,null,null,null,null,null,-1.095,0.524739583,0.524739583,0.524739583,1.03671517,0.035414906
33641,1731831,12/31/2019,2019,EIDOS THERAPEUTICS INC,-1.417519014,0.909220336,-1.437713087,null,null,185.49,18.78427613,18.78427613,18.77612656,1.188960899,0.158929448
33643,1674365,12/31/2019,2019,APTINYX INC,-15.64731534,-16.11147452,-16.11147452,null,null,100.213,21.4683415,21.4683415,21.37765523,1.051011243,0.048535392
33643,1674365,12/31/2020,2020,APTINYX INC,-32.00319693,-32.1387468,-32.1387468,-0.332343997,0.010454266,145.021,32.64324678,32.64324678,32.58716998,1.032191297,0.031187336
33647,1733186,12/31/2019,2019,VEONEER INC,-0.262881178,0.194532072,-0.181388013,null,null,1058,2.790186125,2.546531303,2.089678511,1.586466165,0.33722202
33647,1733186,12/31/2020,2020,VEONEER INC,-0.396941005,0.17188638,-0.212672979,-0.238199301,1.103697749,657,2.119250426,1.890971039,1.367972743,1.846650525,0.458479021
33652,90896,03/31/2020,2019,SKYLINE CHAMPION CORP,0.042460923,0.213247136,0.079769006,null,null,212.166,2.136723333,1.459584135,1.214560105,1.648060888,0.393226302
33652,90896,03/31/2021,2020,SKYLINE CHAMPION CORP,0.059750957,0.214936367,0.089003231,0.092492445,2.843086878,236.125,1.895627404,1.265557081,1.047530363,1.614288151,0.380531909
33657,1681087,12/31/2019,2019,AVROBIO INC,null,null,null,null,null,181.684,13.96168938,13.96168938,13.80901762,1.077956917,0.07231914
33657,1681087,12/31/2020,2020,AVROBIO INC,null,null,null,-0.441360596,0,250.628,16.08534971,16.08534971,15.93114241,1.066406127,0.062270954
33660,1346302,12/31/2019,2019,XERIS BIOPHARMA HOLDINGS INC,-46.13519471,0.807127112,-44.56355621,null,null,60.145,3.200051211,3.120455044,2.914185383,7.549667498,0.867543836
33660,1346302,12/31/2020,2020,XERIS BIOPHARMA HOLDINGS INC,-4.459995106,0.620210423,-3.935356007,-0.572663697,0.134253541,124.005,5.396249158,5.100116992,4.856383167,4.714048754,0.787868125
33664,1694187,12/31/2019,2019,NEON THERAPEUTICS INC,null,null,null,null,null,20.836,3.002113962,3.002113962,3.002113962,1.576367407,0.365630122
33668,1664703,12/31/2019,2019,BLOOM ENERGY CORP,-0.385280717,0.354401058,-0.050703157,null,null,-101.257,0.823583012,0.632619816,0.545577771,-5.094844257,1.126917543
33668,1664703,12/31/2020,2020,BLOOM ENERGY CORP,-0.198367762,0.274564462,-0.035890598,-0.108329489,1.283934472,182.227,1.417590753,1.092048848,0.838644108,18.4510682,0.902779659
33693,1720592,12/31/2019,2019,REPAY HOLDINGS CORP,-0.382704129,0.750934486,0.207613548,null,null,-8.076,0.844569757,0.844569757,0.562963106,3.074632499,0.411137765
33693,1720592,12/31/2020,2020,REPAY HOLDINGS CORP,-0.224264042,0.732662091,0.240015222,-0.031324044,1.298828812,53.93,1.824164069,1.824164069,1.498487071,2.179358902,0.498925204
33694,1640428,12/31/2019,2019,EVERQUOTE INC,-0.028604041,0.944869801,-0.018632617,null,null,46.944,2.222850296,2.222850296,1.383703665,1.762043655,0.432477171
33694,1640428,12/31/2020,2020,EVERQUOTE INC,-0.032288469,0.948050788,-0.017507602,-0.086803565,3.561924416,50.554,2.079129934,2.079129934,1.095523726,1.818066552,0.44996513
33696,1667633,12/31/2019,2019,FORTY SEVEN INC,-5.588786835,-5.61353489,-5.61353489,null,null,314.729,14.80693134,14.80693134,14.80693134,1.080725825,0.074695934
33698,1227636,12/31/2019,2019,NEURONETICS INC,-0.463546987,0.771386619,-0.412809627,null,null,60.758,3.193984039,3.093778211,2.824793269,2.093287637,0.522282565
33698,1227636,12/31/2020,2020,NEURONETICS INC,-0.557489237,0.784481358,-0.397368207,-0.349021702,0.757460161,51.33,4.751644496,4.479754422,3.818082152,3.085435218,0.675896614
33719,1737953,03/31/2020,2019,REPLIMUNE GROUP INC,null,null,null,null,null,162.377,14.67500421,14.67500421,14.34377632,1.274219184,0.215205663
33719,1737953,03/31/2021,2020,REPLIMUNE GROUP INC,null,null,null,-0.148904986,0,469.2,33.254073,33.254073,32.96171032,1.08896633,0.081697962
33720,1709401,12/31/2019,2019,RUBIUS THERAPEUTICS INC,null,null,null,null,null,255.506,8.568305687,8.568305687,8.568305687,1.439906204,0.305510319
33720,1709401,12/31/2020,2020,RUBIUS THERAPEUTICS INC,null,null,null,-0.603796338,0,153.671,6.519791667,6.519791667,6.519791667,1.962376378,0.49041376
33721,1564824,12/31/2019,2019,ALLAKOS INC,null,null,null,null,null,486.809,38.27195467,38.27195467,38.27195467,1.042711525,0.040961977
33721,1564824,12/31/2020,2020,ALLAKOS INC,null,null,null,-0.213279823,0,646.817,29.81144766,29.81144766,29.81144766,1.09966916,0.090635587
33723,1658247,12/31/2019,2019,CRINETICS PHARMCTCL INC,-42.26487846,-45.21793797,-45.21793797,null,null,114.999,14.78884892,14.78884892,14.6236211,1.113011038,0.101536314
33723,1658247,12/31/2020,2020,CRINETICS PHARMCTCL INC,-1039.605634,-1050.774648,-1050.774648,-0.402365832,0.000400018,167.003,16.92172752,16.92172752,16.74697302,1.085993879,0.079184497
33724,1434418,12/31/2019,2019,CONSTELLATION PHARMCTCL,null,null,null,null,null,364.234,17.00676774,17.00676774,17.00676774,1.182313143,0.154200386
33724,1434418,12/31/2020,2020,CONSTELLATION PHARMCTCL,null,null,null,-0.285970026,0,398.061,14.03067304,14.03067304,14.03067304,1.07579299,0.070453136
33725,1682149,12/31/2019,2019,SUMMIT WIRELESS TECH INC,-7.225690276,0.012004802,-6.644657863,null,null,1.316,1.487407407,0.5,0.46,7.107744108,0.736854571
33725,1682149,12/31/2020,2020,SUMMIT WIRELESS TECH INC,-5.284941764,0.21672213,-4.655990017,-1.124435791,0.216264843,8.832,4.866900175,3.681260946,3.644045534,1.544423182,0.299672537
33733,1436208,12/31/2019,2019,LEGACY HOUSING CORP,0.170719004,0.381300457,0.229462108,null,null,1.034,1.019910269,0.495619356,0.126720967,1.275332863,0.215890981
33733,1436208,12/31/2020,2020,LEGACY HOUSING CORP,0.214996265,0.381442249,0.275061678,0.112206747,3.215326674,18.557,1.509723672,0.761934846,0.109926935,1.30642417,0.234551823
33743,1398733,12/31/2019,2019,AQUESTIVE THERAPETC INC,-1.259214203,0.660381304,-0.943165618,null,null,49.759,3.681703045,3.527620587,2.819994611,-12.81917674,1.07800813
