,gvkey,cik,datadate,fyear,Company name,Net profit margin,Gross profit margin,Operating profit margin,2020 ROA(return on assets),2020 Total assets turnover,working capital,Current ratio,Quick ratio,Cash ratio,Financial leverage,Debt to total assets ratio
2088,26669,1642380,12/31/2020,2020,ONCOCYTE CORP,-24.61513158,-0.20148026300000002,-26.02384868,-0.540103575,0.131801431,0.23,1.025566919,1.025566919,1.0030013340000001,1.655138428,0.39582092799999996
2090,26677,1468666,01/31/2021,2020,SECUREWORKS CORP,-0.039038632000000004,0.617408214,0.016717347,-0.020951614,1.620483285,51.873999999999995,1.176238364,1.174335802,0.807396208,1.5654248919999998,0.36119579700000004
2092,26722,1651235,12/31/2020,2020,ACACIA COMMUNICATIONS INC,0.154924749,0.505903666,0.189880556,0.104890666,0.998567487,454.81699999999995,4.512887056,4.219531787,3.304933151,1.2244166090000002,0.18328451899999998
2094,26746,1618732,07/31/2020,2020,NUTANIX INC,-0.667504026,0.850894942,-0.559880766,-0.49355940200000004,1.195299903,333.81699999999995,1.439115605,1.439115605,1.0978199240000002,-6.4316179170000005,1.155481873
2096,26749,1364479,12/31/2020,2020,HERC HOLDINGS INC,0.041374277,0.522371302,0.378206928,0.020538402,4.852356306,39.1,1.119207317,1.119207317,0.20091463399999998,4.8361185980000005,0.7932226059999999
2098,26788,1651561,12/31/2020,2020,TABULA RASA HEALTHCARE INC,-0.272411925,0.310905427,-0.03920678,-0.157386673,3.188634511,20.991999999999997,1.290667405,1.231667128,0.467668236,3.0525310180000003,0.672403001
2100,26798,1539029,12/31/2020,2020,CLEARSIDE BIOMEDICAL INC,-2.306815303,-2.24917659,-2.24917659,-0.942449022,0.435699305,8.175,1.8221864630000002,1.8221864630000002,1.8221864630000002,2.204952642,0.54647552
2102,26809,1053691,12/31/2020,2020,DIFFUSION PHARMACEUTICALS,,,,-0.5115398489999999,0.0,16.34,7.70771757,7.70771757,7.70771757,1.117514306,0.10515687
2104,26812,1644440,12/31/2020,2020,GCP APPLIED TECHNOLOGIES INC,0.110938884,0.44818423399999996,0.135518158,0.07068284400000001,1.140836175,567.3,3.5280748660000003,3.089572193,2.200534759,2.175234003,0.538586343
2106,26817,1649989,09/30/2020,2020,OUTLOOK THERAPEUTICS INC,,,,-1.785790301,0.0,2.055,1.12933476,1.12933476,1.0789854620000001,6.980191015,0.856737445
2108,26847,1027838,12/31/2020,2020,TACTILE SYSTEMS TECHNOLOGY,-0.003313205,0.726788863,0.017052317,-0.0035614379999999997,1.513837541,96.899,4.627274088,3.9323949989999996,1.890132515,1.395486974,0.283404275
2110,26873,1659617,12/31/2020,2020,MOLECULIN BIOTECH INC,,,,-0.597809238,0.0,14.277999999999999,5.889726027000001,5.889726027000001,5.889383562000001,1.6346283780000002,0.38824015700000003
2112,26874,1650664,12/31/2020,2020,EDITAS MEDICINE INC,-1.278225984,-1.387393643,-1.387393643,-0.20254208,0.21649919899999998,360.879,7.199817894,7.199817894,7.095914651,1.454833251,0.31263600199999997
2114,26892,1358762,12/31/2020,2020,REATA PHARMACEUTICALS INC,-27.47000776,-23.85951879,-23.85951879,-0.28889059899999997,0.010643922,728.1360000000001,7.108421000000001,7.108421000000001,6.921947618,2.054466487,0.513255628
2116,26895,1626971,12/31/2020,2020,CORVUS PHARMACEUTICALS INC,,,,-0.070093185,0.0,33.187,3.731665158,3.731665158,3.7245863860000004,1.185465987,0.156449859
2118,26908,1494891,12/31/2020,2020,SENSUS HEALTHCARE INC,-0.7137934640000001,0.623368487,-0.784483659,-0.244055694,0.380477534,20.315,5.1834843489999995,4.271828666,3.4942339369999997,1.303033122,0.23255979999999998
2120,26920,1357671,12/31/2020,2020,CREATD INC,-19.96125309,-12.20610058,-12.20610058,-2.245270772,0.15004948,3.116,1.6272141709999999,1.6272141709999999,1.609098229,1.980532599,0.49508531200000006
2122,26922,1022899,12/31/2020,2020,PROTAGENIC THERAPEUTICS INC,,,,-2.899886234,0.0,0.22399999999999998,1.3419847329999999,1.3419847329999999,1.3419847329999999,-0.764347826,2.3083048919999998
2124,27014,1666138,09/30/2020,2020,ATKORE INC,0.086269507,0.302206669,0.180302602,0.09772188400000001,2.130411645,552.506,3.000601079,2.279686425,1.199764638,4.11861473,0.757199917
2126,27046,1305253,12/31/2020,2020,EIGER BIOPHARMACEUTICALS INC,,,,-0.453020321,0.0,121.179,8.288085644,8.288085644,8.288085644,1.51095912,0.33816872600000003
2128,27086,1437491,03/31/2021,2020,ECOARK HOLDINGS INC,-1.342157682,0.05371715,-1.072993639,-0.570850756,3.4062158019999997,-11.845,0.278359937,0.270927257,0.201718046,2.148746256,0.534612336
2130,27119,1653477,12/31/2020,2020,INGEVITY CORP,0.149165365,0.43318806,0.318477099,0.077704005,1.934308891,405.3,2.814234557,1.968218442,1.2220232770000001,3.6357265219999997,0.72495181
2132,27155,1652130,12/31/2020,2020,INTELLIA THERAPEUTICS INC,-2.314567024,-2.2463013419999998,-2.2463013419999998,-0.19847203,0.094067155,552.263,9.594997977,9.594997977,9.56184829,1.283168144,0.22067890699999998
2134,27240,1747079,12/31/2020,2020,BALLYS CORP,-0.014718663,0.6280258160000001,0.150912573,-0.002843219,1.290138603,145.761,2.017926729,1.9530078080000002,1.259675685,5.908961476,0.830765524
2136,27247,1684144,12/31/2020,2020,ZOMEDICA CORP,,,,-0.255684567,0.0,60.836999999999996,30.98373583,30.98373583,30.9117792,1.2952649509999998,0.047124455999999995
2138,27252,1625101,12/31/2020,2020,PULSE BIOSCIENCES INC,,,,-1.207250624,0.0,14.754000000000001,2.9451549110000004,2.9451549110000004,2.9451549110000004,1.8036603480000002,0.445571889
2140,27274,1566469,12/31/2020,2020,NANTHEALTH INC,-0.769775324,0.7666183790000001,-0.13274203199999998,-0.28122503600000004,2.39163262,-94.163,0.245234775,0.245234775,0.20870805899999997,-1.791741215,1.5561990730000002
2142,27318,1667313,07/31/2020,2020,ZEDGE INC,-0.059028511,0.873812038,0.12302006300000001,-0.046563932,1.40213207,3.9160000000000004,2.379844961,2.379844961,1.884073291,1.35115363,0.259891712
2144,27333,1670541,09/30/2020,2020,ADIENT PLC,-0.043172849000000006,0.070797159,0.031018153,-0.053308644,2.826863008,663.0,1.1736056559999999,0.99423933,0.5218643620000001,8.459192086,0.846213819
2146,27338,1671584,12/31/2020,2020,APTEVO THERAPEUTICS INC,-4.119285217,-6.077512184,-6.077512184,-0.33148449,0.091168754,32.725,3.2508425610000002,3.2508425610000002,3.087901506,3.226889237,0.6901040209999999
2148,27339,8504,12/31/2020,2020,AGEAGLE AERIAL SYSTEMS,-3.8381322960000004,0.582101167,-3.701167315,-0.17169115100000001,0.051818695,22.616,11.36480293,11.30247479,11.02749771,1.0899639540000001,0.082538467
2150,27354,1453687,12/31/2020,2020,SELECTA BIOSCIENCES INC,-4.14990661,-3.379345665,-3.379345665,-0.416332699,0.10966480099999999,69.796,1.8558990519999998,1.8558990519999998,1.7673121019999998,-9.187770743,1.10884033
2152,27364,1447669,12/31/2020,2020,TWILIO INC,-0.278684123,0.5788017320000001,-0.182472687,-0.051750458,0.522420222,2924.0290000000005,7.522395417,7.522395417,6.962137469,1.122419142,0.10906722599999999
2154,27373,1674910,09/30/2020,2020,VALVOLINE INC,0.13472163199999998,0.390140246,0.202719932,0.103900361,1.636300417,994.0,3.238738739,2.7905405410000004,1.815315315,-40.14473684,1.024909866
2156,27386,1674335,12/31/2020,2020,JELD-WEN HOLDING INC,0.021622517,0.233899091,0.076998553,0.023100448,2.405742074,893.029,2.029281117,1.4389009519999998,0.8838540659999999,3.9470652999999998,0.7466472120000001
2158,27387,1114995,12/31/2020,2020,IMPINJ INC,-0.373753806,0.5013136770000001,-0.267831821,-0.250091515,0.810689526,143.77100000000002,6.210415685,4.893813648,3.987678034,1.9026567330000002,0.47441912
2160,27392,1556263,12/31/2020,2020,SYROS PHARMACEUTICALS INC,-5.568011661,-5.251573577,-5.251573577,-0.394082063,0.08452763,149.933,6.238017049,6.238017049,6.156581889,2.354974435,0.57536694
2162,27393,1674168,12/31/2020,2020,HILTON GRAND VACATIONS,-0.218241042,0.21498371300000002,0.059717698,-0.06413529,,0.0,,,,8.379679143999999,0.880663689
2164,27394,1617406,12/31/2020,2020,PARK HOTELS & RESORTS,-1.730769231,-0.618990385,0.0,-0.136015869,,0.0,,,,2.16370325,0.5425521870000001
2166,27476,1557142,12/31/2020,2020,KADMON HOLDINGS INC,-13.1410473,-12.14261583,-12.14261583,-0.669368816,0.060363726,107.83,4.658851074,4.655390044,4.618234875,2.276683271,0.286933809
2168,27555,1425450,12/31/2020,2020,ORTHOPEDIATRICS CORP,-0.46349081299999995,0.77423394,-0.150130842,-0.102817622,0.44864261,123.40100000000001,4.522924518,3.010163298,2.5091640969999998,1.364802699,0.26729336
2170,27574,1455684,12/31/2020,2020,TPI COMPOSITES INC,-0.011392478999999999,0.067478895,0.047423056,-0.019897371,3.046811235,142.05100000000002,1.349786264,1.323096319,0.41531563,4.756669237,0.789768859
2172,27575,1672013,12/31/2020,2020,ACUSHNET HOLDINGS CORP,0.059550829000000007,0.53563119,0.12659404800000001,0.051434863,2.015697537,442.12800000000004,2.2361027630000003,1.236094375,0.672689758,1.897003808,0.45494293
2174,27576,1702744,08/31/2020,2020,SIMPLY GOOD FOODS COMPANY,0.080375587,0.40702218,0.18152407199999998,0.032681004,3.137752965,188.785,3.6411623160000004,2.814544335,1.559053135,1.762825267,0.432728803
2176,27582,1502152,09/30/2020,2020,GLOBESTAR THERAPEUTICS CORP,,,,-6.022222222000001,0.0,-0.66,0.1188251,0.116154873,0.116154873,-0.136157337,8.322222222
2178,27584,1622996,12/31/2020,2020,ACRO BIOMEDICAL CO LTD,-0.17005814,0.23110465100000002,-0.190406977,-0.11723446900000001,0.70709147,0.6609999999999999,3.118589744,0.112179487,0.112179487,1.454810496,0.312625251
2180,27636,1668105,12/31/2020,2020,TALEND SA  -ADR,-0.27683488100000003,0.792232956,-0.21696449399999998,-0.18960284,1.016721899,68.25,1.318192202,1.318192202,0.8673196790000001,48.10659026,0.979212827
2182,27638,1675149,12/31/2020,2020,ALCOA CORP,-0.018307129,0.141826405,0.11673487,-0.011440108000000001,2.054424779,1759.0,1.637088012,1.130749728,0.929373415,4.488070069,0.662449529
2184,27653,1670592,12/31/2020,2020,YETI HOLDINGS INC,0.14271137,0.603943682,0.224203803,0.211379698,2.291139294,188.738,1.655889129,1.168985158,0.941652563,2.555551318,0.608695003
2186,27670,1377121,12/31/2020,2020,PROTAGONIST THERAPEUTICS INC,-2.310674864,-2.226037446,-2.226037446,-0.203872185,0.090708035,275.365,7.842896548,7.842896548,7.74794364,1.160447201,0.138263249
2188,27680,1629665,12/31/2020,2020,MULIANG VIAGOO TECHNOLGY INC,0.088654737,0.5200290670000001,0.234626215,0.02773594,0.41848177299999995,5.146,1.243183214,1.236236473,0.040735315,2.821892542,0.641876723
2190,27699,1604191,12/31/2020,2020,FIRST WAVE BIOPHARMA INC,,,,-2.527932529,0.0,-7.676,0.5062395470000001,0.5062395470000001,0.470732021,-4.893600909,1.204348499
2192,27703,1272842,12/31/2020,2020,AIRGAIN INC,-0.06760546,0.488165436,-0.033153272000000004,-0.059697417,1.067550019,38.577,6.6267502920000005,6.478558926,5.781067677999999,1.150496418,0.130809984
2194,27716,1157601,12/31/2020,2020,MADRIGAL PHARMACEUTICALS INC,,,,-0.7046952040000001,0.0,238.606,6.125029533999999,6.125029533999999,6.125029533999999,1.195961995,0.163853029
2196,27737,1420520,12/31/2020,2020,ATOMERA INC,-239.96774190000002,-239.983871,-239.983871,-0.37766214,0.0016284079999999998,36.626,26.2941989,26.2941989,26.2941989,1.05489356,0.052037060999999996
2198,27760,1078207,12/31/2020,2020,NAUTILUS INC,0.10831041,0.431174895,0.195318155,0.18813203899999997,2.1277513359999998,130.131,2.004399472,1.609681926,0.8745455809999999,2.076549496,0.518431898
2200,27776,895456,12/31/2020,2020,ROCKY BRANDS INC,0.07559797900000001,0.40369768,0.126533939,0.09150948699999999,1.6993430809999999,123.20299999999999,4.081384588,2.141159993,0.8019908459999999,1.276237431,0.21644674
2202,27794,895419,06/30/2020,2020,WOLFSPEED INC,-0.212080982,0.395729616,-0.025555924,-0.059331475999999994,0.56749121,1301.6,5.46978022,4.854739011,4.425824176,1.5510537180000001,0.353389044
2205,27803,1669811,12/31/2020,2020,DONNELLEY FINANCIAL SOLTNS,-0.028954722999999998,0.447512577,0.171939631,-0.029921442000000003,3.347679641,28.7,1.12033543,1.099790356,0.372327044,3.493139629,0.713724584
2207,27809,1498067,12/31/2020,2020,CITRINE GLOBAL CORP,-785.3636364,0.363636364,-760.2727272999999,-2.7822866339999996,0.00415251,0.9470000000000001,1.55640423,1.55640423,1.459459459,2.2131147540000002,0.548148148
2209,27810,1639691,12/31/2020,2020,LIVANOVA PLC,-0.369292292,0.688269943,0.09208972800000001,-0.14307664,1.298577771,410.38199999999995,2.327873626,1.917991147,1.310743823,2.15524535,0.536015702
2211,27823,784199,12/31/2020,2020,CRYOLIFE INC,-0.065877651,0.69673455,0.146797142,-0.021132399,1.079449591,174.12099999999998,3.8795561289999996,2.671677582,1.865432956,2.40149918,0.583593445
2213,27828,101984,12/31/2020,2020,UNIVERSAL ELECTRONICS INC,0.06275135,0.32580367,0.10681167400000001,0.07558839099999999,1.8806582980000002,147.333,1.820750933,1.149869088,0.356420255,1.62875318,0.386033432
2216,27856,891417,12/31/2020,2020,NANO MAGIC INC,-0.164110107,0.352384955,-0.186383694,-0.162979967,1.7931424269999998,0.634,1.313861386,0.897029703,0.241089109,3.430207588,0.708472454
2218,27874,1437352,12/31/2020,2020,EVERBRIDGE INC,-0.344455468,0.738648895,-0.136792296,-0.09719192800000001,0.45307058899999997,362.224,2.53336607,2.53336607,2.133853735,3.808660153,0.737440475
2220,27885,1671933,12/31/2020,2020,TRADE DESK INC,0.28984143,0.818413866,0.204786175,0.087998635,0.36186938799999996,835.6339999999999,1.566653308,1.566653308,0.49245024200000004,2.717917968,0.632071309
2222,27905,1467154,12/31/2020,2020,NOVAN INC,-5.953861788999999,-4.978658537,-4.978658537,-0.625531188,0.111800395,35.306999999999995,5.0582758619999995,5.0582758619999995,4.499310345,15.73026537,0.9364282820000001
2225,27907,1600033,03/31/2021,2020,E.L.F. BEAUTY INC,0.019590708000000002,0.7110684979999999,0.10072302,0.012786396,1.869651589,96.81299999999999,2.32021928,1.545512812,0.997518103,1.807529131,0.446758571
2227,27925,896841,12/31/2020,2020,AVID TECHNOLOGY INC,0.030688054,0.6569967760000001,0.129629424,0.03625245,1.688428606,25.721,1.136980684,0.9954891859999999,0.477874645,-2.2955824380000003,1.435619294
2229,27928,896878,07/31/2020,2020,INTUIT INC,0.238724016,0.847561773,0.318080795,0.167047846,0.9585213029999999,4451.0,2.261263814,2.261263814,2.2043071690000002,2.140814728,0.532888116
2231,27939,34956,12/31/2020,2020,TENAX THERAPEUTICS INC,,,,-1.434124327,0.0,4.677,3.207173195,3.207173195,3.207173195,1.4848681369999999,0.326539525
2233,27946,1062128,12/31/2020,2020,ARTEMIS THERAPEUTICS INC,,,,-11.0,0.0,-0.345,0.030898876000000002,0.030898876000000002,0.030898876000000002,-0.031884058,32.36363636
2235,27960,897077,12/31/2020,2020,ALAMO GROUP INC,0.048673532,0.280226496,0.121907301,0.051048877,2.313007694,345.715,3.1978766010000004,1.7358403000000002,0.366044693,1.7731022319999998,0.43601672700000005
2237,27965,827054,03/31/2021,2020,MICROCHIP TECHNOLOGY INC,0.064246837,0.654126214,0.400246396,0.021203,2.535148238,-264.4,0.890272244,0.614292829,0.200240704,3.087594386,0.676123261
2239,27983,882291,03/31/2021,2020,AETHLON MEDICAL INC,-11.96813354,-11.91047041,-11.91047041,-0.73924454,0.063659196,8.977,7.528727272999999,7.528727272999999,7.420363636,1.131269219,0.12887805800000002
2241,28004,890547,12/31/2020,2020,REVLON CONSUMER PRODUCTS CP,-0.311663078,0.606154492,0.054140629,-0.219635852,1.5705567009999999,366.0,1.432368576,0.885883048,0.268871825,-1.537437415,1.6302272219999998
2243,28012,1674930,12/31/2020,2020,FULGENT GENETICS INC,0.508190424,0.794065618,0.695071518,0.305955649,0.805384098,393.501,4.0242554660000005,3.8975137380000002,2.329193406,1.230201954,0.187125336
2245,28027,897448,12/31/2020,2020,AMARIN CORP,-0.029313096,0.789261636,-0.028689378999999997,-0.018633135,0.698404177,571.79,2.859824423,2.2455186819999997,1.74274581,1.539463431,0.35042302399999997
2247,28035,1635748,12/31/2020,2020,ZOOMPASS HOLDINGS INC,-21.40435281,0.237113402,-2.907216495,-31.03986711,1.53968254,-2.174,0.206858811,0.206858811,0.036483035,-0.214234875,5.666112957
2249,28070,1673985,12/31/2020,2020,ADVANSIX INC,0.039793008,0.16494101,0.103736278,0.036470433,3.47198376,46.466,1.1618815690000002,0.534488585,0.06122904,2.8447231960000003,0.6484719489999999
2251,28071,1101680,12/31/2020,2020,DASAN ZHONE SOLUTIONS INC,-0.076776211,0.323606307,0.003984832,-0.091511715,1.418628464,123.285,2.390882014,1.944436923,0.6741014009999999,2.695369688,0.628993379
2253,28074,1651958,12/31/2020,2020,EOS INC,-2.6950354610000002,0.858156028,-2.5336879430000003,-0.72831816,0.583850932,0.402,1.7127659569999998,0.916666667,0.604609929,1.5668168169999999,0.35026353600000004
2255,28084,1385867,01/31/2021,2020,COUPA SOFTWARE INC,-0.332538222,0.689116263,-0.18583458100000003,-0.058005613,0.634056033,-207.25599999999997,0.8047530540000001,0.8047530540000001,0.6201014220000001,2.985072546,0.664880932
2257,28086,1427570,12/31/2020,2020,OBALON THERAPEUTICS INC,-7.767002519,0.20403022699999998,-6.865239295,-1.161721767,0.20268028100000002,2.7889999999999997,1.552715022,1.552715022,0.928458185,2.2758842440000002,0.560610342
2259,28087,1438423,12/31/2020,2020,EVERSPIN TECHNOLOGIES INC,-0.20251719,0.477528491,-0.13278294599999999,-0.261674198,1.4906195690000001,17.96,2.75442024,2.1955651069999997,1.4524763109999999,1.8681943490000001,0.464723785
2261,28091,1622345,12/31/2020,2020,POLAR POWER INC,-1.203742664,-0.180267966,-0.9901450559999999,-0.61076465,0.616660976,10.123,3.238611234,1.22755418,0.44316674,1.548951353,0.35440193299999995
2263,28093,1650101,03/31/2021,2020,ADDENTAX GROUP CORP,-0.14513846800000002,-0.043905397,-0.141782899,-0.194854538,3.093034888,-4.431,0.6434663660000001,0.621741229,0.196411329,-227.4567901,1.004396439
2265,28113,1674416,12/31/2020,2020,CRISPR THERAPEUTICS AG,-485.20862310000007,-480.1821975,-480.1821975,-0.19084873600000002,0.000418846,1622.361,18.21173575,18.21173575,18.09350831,1.0983828000000002,0.089570594
2267,28118,883569,12/31/2020,2020,FOSSIL GROUP INC,-0.05956266,0.504226318,-0.032983067000000005,-0.064994707,1.628857871,431.949,1.773373129,1.244667213,0.750955193,3.367202624,0.702380445
2269,28139,897723,09/30/2020,2020,SANMINA CORP,0.02007264,0.09193836,0.054081895,0.037033061,2.4687048,1296.853,1.8517419999999998,1.2860732609999999,0.340370251,2.314632165,0.56796591
2271,28176,896622,12/31/2020,2020,APTARGROUP INC,0.073067653,0.370670185,0.20491783100000002,0.053643397999999995,2.139774068,588.6659999999999,1.754381806,1.26820354,0.521426219,2.1563319930000002,0.536150272
2273,28192,4281,12/31/2020,2020,HOWMET AEROSPACE INC,0.049629207,0.263738353,0.206883438,0.022808704,1.432189542,2012.0,2.212048193,1.315662651,1.10060241,3.2490062460000004,0.687407148
2275,28194,1122976,12/31/2020,2020,AVIENT CORP,0.040590975,0.284167669,0.11557324,0.027019812999999997,2.023656451,801.1,2.000124844,1.591260924,0.946317104,2.8698957039999997,0.648557643
2277,28195,898293,08/31/2020,2020,JABIL INC,0.001977229,0.101907371,0.059600047999999996,0.003744561,2.9848693219999998,75.402,1.008322991,0.6626318520000001,0.22635497,7.948295889,0.8732134290000001
2279,28209,898437,12/31/2020,2020,ANIKA THERAPEUTICS INC,-0.18383068800000002,0.731827345,0.13626712300000002,-0.065595383,0.735453792,140.516,4.811430276,3.558032929,2.904277538,1.342162261,0.254933603
2281,28295,899751,12/31/2020,2020,TITAN INTERNATIONAL INC,-0.04795313,0.146473514,0.036357919,-0.058522082,1.912108886,328.88800000000003,1.997503875,1.106787459,0.48604383799999995,5.756225455,0.8049538509999999
2283,28347,928054,12/31/2020,2020,FLOTEK INDUSTRIES INC,-2.567697258,-0.5980128339999999,-1.0406842170000001,-1.5827630209999999,0.7996539009999999,37.594,2.302588268,1.892450019,1.470877655,1.827605944,0.45283609799999996
2285,28365,1680378,12/31/2020,2020,SENESTECH INC,-28.14539007,-27.10992908,-27.10992908,-1.3180006640000002,0.058518365,4.025,6.069269521,4.879093199,4.847607053,1.55046344,0.355031551
2287,28367,1388658,12/31/2020,2020,IRHYTHM TECHNOLOGIES INC,-0.165292685,0.760991228,-0.138679167,-0.08564913,0.701822272,312.16,5.7538262389999995,5.672915556,5.217086728,1.498012365,0.332448768
2289,28368,1682325,12/31/2020,2020,GTY TECHNOLOGY HOLDINGS,-0.914540392,0.634204621,-0.40575133,-0.101781259,1.360431919,4.067,1.129894602,1.129894602,0.810699457,1.395868369,0.283600071
2291,28370,1692412,12/31/2020,2020,PLAYA HOTELS & RESORTS N.V,-0.9603973809999999,0.223903598,-0.140481498,-0.12507716900000002,,0.0,,,,3.692188138,0.729157897
2293,28378,929351,03/31/2021,2020,LIONS GATE ENTERTAINMENT CP,-0.005777165999999999,0.487910744,0.12446889800000001,-0.002275409,2.7568045839999997,-506.2,0.7009864729999999,0.6925394290000001,0.337350109,2.973934837,0.637174641
2295,28380,884624,12/31/2020,2020,ORTHOFIX MEDICAL INC,0.006190938000000001,0.811030052,0.068766879,0.004786436,1.503674472,166.48,2.602325335,1.7877361669999998,1.090684222,1.473561357,0.321371998
2297,28408,903129,12/31/2020,2020,GENTHERM INC,0.065370858,0.337715119,0.150383639,0.05835718,1.4187220130000002,437.62199999999996,3.1245436539999996,2.530317889,1.3584501709999999,1.744473685,0.42676120100000003
2299,28410,902791,12/31/2020,2020,BARRETT BUSINESS SVCS INC,0.038333424,0.20765442399999998,0.046537105999999995,0.043570553,2.1595439780000003,117.238,1.403382914,1.403382914,0.973324112,3.9092491239999996,0.7441964
2301,28420,1666134,12/31/2020,2020,BLACKLINE INC,-0.133369535,0.844827243,0.016353127,-0.042129133,0.521775958,431.785,2.781805802,2.781805802,2.322638551,2.638199825,0.6097062879999999
2303,28421,1679082,03/31/2021,2020,MYOVANT SCIENCES LTD,-4.301195273,-3.921388472,-3.921388472,-0.35189586,0.08417997699999999,423.305,2.5046029709999997,2.495322386,2.4826331130000003,-2.048301386,1.488209405
2307,28477,354908,12/31/2020,2020,FLIR SYSTEMS INC,0.11050850699999999,0.536010239,0.246388579,0.065363239,1.566217161,790.1010000000001,2.8033153939999997,1.6567884999999998,0.8498258540000001,1.726873154,0.42091867200000005
2309,28551,1355839,12/31/2020,2020,PALTALK INC,0.106842269,0.844061721,0.13045511199999998,0.10089042599999999,2.1771292840000003,2.3080000000000003,1.643614055,1.643614055,1.623814835,1.381698017,0.276252852
2311,28554,1375195,12/31/2020,2020,CORETEC GROUP INC (THE),,,,-1.27593361,0.0,-0.24100000000000002,0.455981941,0.455981941,0.455981941,1.9646739130000002,0.491009682
2313,28704,907242,12/31/2020,2020,MONARCH CASINO & RESORT INC,0.128396588,0.54063976,0.189699208,0.03524157,2.520818525,-36.288000000000004,0.668433171,0.596953693,0.335358722,1.825420372,0.45218098
2315,28717,903651,12/31/2020,2020,INNODATA INC,0.010594093,0.399313187,0.078880495,0.01077654,1.827940115,13.515,1.736672844,1.736672844,1.1889785240000001,1.931646424,0.54151675
2317,28719,1677703,12/31/2020,2020,CONDUENT INC,-0.028344944,0.229161662,0.116502522,-0.027725563999999998,2.6398224480000003,485.0,1.4441391940000001,1.4441391940000001,0.580586081,3.5764705880000003,0.687030075
2319,28742,908255,12/31/2020,2020,BORGWARNER INC,0.049188392000000004,0.246433842,0.152877521,0.031193462,1.648289282,2357.0,1.618635171,1.281102362,0.510761155,2.493621655,0.580510325
2321,28749,891482,12/31/2020,2020,FULL HOUSE RESORTS INC,0.001170485,0.532164441,0.14990166300000002,0.000691387,2.69654743,22.323,1.920498124,1.858191415,1.65597295,3.751362987,0.7334302220000001
2323,28790,1679273,05/31/2021,2020,LAMB WESTON HOLDINGS INC,0.08653505800000001,0.281089176,0.18447923800000002,0.075497696,2.061233653,1163.5,2.882076998,2.051439664,1.457942413,8.75863504,0.8858269590000001
2325,28806,879407,09/30/2020,2020,ARROWHEAD PHARMACEUTICALS,-0.960916902,-0.991192381,-0.991192381,-0.161822994,0.27295343899999996,281.689,7.924338143,7.924338143,7.903542194,1.131500133,0.116217515
2327,28819,846913,12/31/2020,2020,FUEL TECH INC,-0.18971175199999998,0.394545455,-0.26075388,-0.14218293,1.070089688,15.542,3.809980112,3.7924425960000003,2.608569879,1.347968281,0.258142781
2329,28877,1418135,12/31/2020,2020,KEURIG DR PEPPER INC,0.114047168,0.581253228,0.293423997,0.02661765,4.865159128999999,-5306.0,0.310371718,0.204185079,0.05549779,2.08900919,0.521284076
2331,28916,884650,12/31/2020,2020,INFINITE GROUP INC,0.09364177900000001,0.421388004,0.012744146999999999,0.41909485399999996,6.665743306,-2.051,0.345564773,0.345564773,0.041161455,-0.51931745,2.9256044639999996
2333,28930,1048286,12/31/2020,2020,MARRIOTT INTL INC,-0.025105783,0.11819464,0.11819464,-0.010809279,3.76460177,-2927.0,0.49113351899999996,0.49113351899999996,0.18376217,57.44418605,0.982591798
2335,28940,913142,12/31/2020,2020,BELDEN INC,-0.029613747000000003,0.38030972,0.132322372,-0.017569004,1.6958479530000001,577.637,2.1092170880000003,1.6343389769999999,1.06437118,4.183071514,0.758880529
2337,29004,1681622,09/30/2020,2020,VAREX IMAGING CORP,-0.078423405,0.302180685,0.033319789,-0.05081176,1.414367816,361.4,3.250311333,1.557285181,0.7864259029999999,2.522692052,0.591224221
2339,29011,906553,12/31/2020,2020,BOYD GAMING CORP,-0.061831819,0.42432969600000003,0.204296554,-0.02053683,3.3500954210000002,126.255,1.240934541,1.197776048,1.095749797,5.835658926,0.828639745
2341,29013,1651407,12/31/2020,2020,CHECKPOINT THERAPEUTICS INC,-21.59120674,-21.70346118,-21.70346118,-0.54185839,0.025096253,35.379,5.902175419,5.902175419,5.899404185,1.2039910679999999,0.169429054
2343,29015,910521,03/31/2021,2020,DECKERS OUTDOOR CORP,0.150286313,0.554695261,0.215370903,0.176488498,1.542065993,1182.431,3.5245768280000003,2.93050977,2.456463721,1.500946875,0.333753901
2345,29018,1322505,12/31/2020,2020,ALBIREO PHARMA INC,-12.95534425,-13.32751565,-13.32751565,-0.37685701,0.031726271,236.583,10.35776442,10.35776442,10.35776442,1.5759279590000002,0.36545322799999996
2348,29086,911216,06/30/2020,2020,PALATIN TECHNOLOGIES INC,-190.0508475,-199.5169492,-199.5169492,-0.263667788,0.0014116520000000002,79.66199999999999,21.280549899999997,21.280549899999997,21.280549899999997,1.060880845,0.057387072000000004
2350,29089,1101433,12/31/2020,2020,QUOTEMEDIA INC,-0.052088373,0.567005322,0.055555556,-0.130426004,9.262135922,-1.41,0.487086213,0.487086213,0.232811932,-3.4904862580000002,0.684029881
2352,29127,879169,12/31/2020,2020,INCYTE CORP,-0.11088490599999999,0.953864736,-0.070945685,-0.08303954200000001,1.1300092290000001,1728.6989999999998,3.738771695,3.7127496260000004,2.9491282410000004,1.363673893,0.266686849
2354,29131,912562,12/31/2020,2020,GIBRALTAR INDUSTRIES INC,0.062528932,0.270150052,0.132467475,0.053250572999999995,2.426968458,123.22,1.4076892540000001,1.082427872,0.427352435,1.6301234869999999,0.386549542
